,ListedCoID,0
0,101704,7
1,101775,31
2,101776,36
3,102294,21
4,102295,47
5,102296,15
6,102313,56
7,102314,28
8,102336,18
9,102338,59
10,101859,26
11,101860,60
12,101620,27
13,101621,25
14,101622,21
15,101623,7
16,101711,25
17,101712,36
18,101629,3
19,101631,20
20,101632,25
21,101633,21
22,101721,18
23,101722,5
24,101778,17
25,101779,16
26,101655,8
27,101656,3
28,102321,11
29,102341,5
30,101916,11
31,101917,12
32,101918,35
33,101880,25
34,101881,24
35,10988,21
36,10880,10
37,10881,34
38,10985,48
39,10987,18
40,103439,18
41,101519,9
42,101184,31
43,101185,31
44,101186,6
45,101187,39
46,107889,33
47,101178,13
48,101532,42
49,101533,27
50,101534,17
51,101535,12
52,101551,14
53,10864,14
54,101552,11
55,101553,13
56,101554,8
57,101661,15
58,101662,5
59,101663,33
60,101681,8
61,101682,16
62,101671,8
63,101672,20
64,101674,8
65,101692,0
66,102270,16
67,102272,18
68,101838,41
69,101839,21
70,101840,15
71,101841,10
72,101842,8
73,103592,13
74,101684,16
75,101705,7
76,104100,8
77,101795,5
78,106591,28
79,102980,27
80,102298,19
81,101861,9
82,101862,4
83,101863,64
84,101885,23
85,101569,23
86,101570,15
87,101730,22
88,101731,58
89,101732,53
90,102759,27
91,101624,13
92,101723,15
93,101724,44
94,101742,17
95,101743,18
96,101817,15
97,101612,4
98,102323,17
99,102343,35
100,102344,4
101,102303,46
102,102324,33
103,101882,3
104,107585,26
105,101883,18
106,101884,22
107,101887,19
108,10854,34
109,10856,22
110,10858,20
111,101188,28
112,101480,17
113,101481,22
114,101482,40
115,107583,25
116,101483,20
117,107866,32
118,101181,23
119,101182,33
120,101183,20
121,101475,27
122,101476,29
123,101555,20
124,101557,16
125,101558,28
126,101559,35
127,101561,19
128,101562,16
129,101761,27
130,101780,19
131,101781,17
132,101782,27
133,107623,23
134,101783,3
135,101693,12
136,101772,14
137,101774,6
138,101792,2
139,101793,19
140,101794,49
141,102275,40
142,101902,18
143,101903,43
144,102273,23
145,102274,58
146,102276,7
147,101563,28
148,101564,25
149,101565,35
150,101566,16
151,102818,20
152,101568,26
153,101803,23
154,101804,16
155,101805,22
156,101806,32
157,107584,13
158,101687,10
159,101813,10
160,101814,21
161,101815,3
162,101816,27
163,101818,33
164,101819,27
165,102299,24
166,102300,31
167,102302,1
168,102305,3
169,102306,21
170,101571,6
171,101680,31
172,101572,18
173,101573,64
174,101590,23
175,101591,7
176,101625,36
177,101627,23
178,101628,57
179,101644,16
180,101715,36
181,101613,67
182,101614,35
183,101616,17
184,101634,20
185,101635,9
186,102332,18
187,102342,34
188,102325,26
189,102326,50
190,102327,16
191,102328,24
192,10859,23
193,10961,38
194,10962,48
195,10963,11
196,10964,25
197,10965,23
198,101485,3
199,101501,18
200,102878,10
201,101502,28
202,101504,17
203,101505,30
204,101477,9
205,107558,19
206,101478,48
207,101479,19
208,101496,25
209,101497,21
210,101579,23
211,101581,7
212,101582,30
213,101583,21
214,101584,39
215,101666,28
216,101667,6
217,101668,3
218,107555,34
219,101669,8
220,101686,47
221,101749,10
222,101750,43
223,101751,7
224,101752,12
225,101753,9
226,102279,15
227,102280,39
228,102281,18
229,102283,18
230,102304,13
231,101585,20
232,101586,30
233,101587,27
234,101588,23
235,101589,18
236,101606,16
237,101688,20
238,101691,25
239,101713,19
240,101714,25
241,101791,17
242,101820,16
243,101821,33
244,101822,28
245,101701,43
246,101702,31
247,102307,22
248,102308,36
249,102330,25
250,107890,54
251,102312,28
252,102053,47
253,101592,21
254,101593,39
255,101594,25
256,101618,22
257,101619,26
258,101812,21
259,101716,33
260,101717,12
261,101737,27
262,101738,9
263,101739,25
264,107559,13
265,101637,7
266,101638,49
267,101639,11
268,101777,21
269,102340,18
270,102333,21
271,102334,31
272,102335,27
273,101911,10
274,101495,12
275,10776,40
276,10777,28
277,10877,67
278,10878,31
279,10879,40
280,101498,17
281,101499,38
282,101516,35
283,101517,13
284,101518,9
285,101511,8
286,101512,41
287,101513,8
288,101514,4
289,101515,13
290,101912,18
291,101913,28
292,101914,4
293,101915,23
294,102284,1
295,102285,46
296,101601,21
297,101798,19
298,101799,41
299,101801,4
300,101802,15
301,101700,19
302,101808,26
303,101809,1
304,101810,11
305,101811,13
306,104988,20
307,101694,10
308,101602,37
309,101603,13
310,101604,41
311,101605,2
312,102286,31
313,102287,33
314,102288,33
315,102309,5
316,102310,5
317,101789,9
318,108486,13
319,101786,9
320,101787,32
321,101788,13
322,101607,26
323,102203,15
324,101608,25
325,101609,6
326,101610,18
327,101683,52
328,101326,8
329,101327,46
330,101328,9
331,101329,16
332,101330,28
333,101872,22
334,101873,9
335,101874,17
336,101506,24
337,101261,41
338,101267,19
339,101268,7
340,101270,12
341,101352,16
342,101434,30
343,101452,9
344,101453,29
345,101454,9
346,101455,36
347,101325,16
348,101443,17
349,101444,21
350,101445,41
351,101823,30
352,101824,35
353,101522,41
354,101523,9
355,101524,36
356,101525,10
357,101528,21
358,101598,19
359,101599,51
360,101600,40
361,101640,12
362,101641,75
363,101741,3
364,101762,12
365,101764,6
366,101765,14
367,101651,6
368,101727,26
369,101728,19
370,101729,15
371,101797,8
372,101657,26
373,101658,14
374,101834,54
375,101576,10
376,101577,12
377,101578,6
378,101550,9
379,101833,14
380,101248,26
381,101249,13
382,101250,11
383,101252,5
384,101253,16
385,101409,16
386,101380,28
387,101381,41
388,101382,17
389,101408,19
390,101283,25
391,101284,50
392,101286,18
393,101288,5
394,101418,25
395,101855,11
396,101856,11
397,101857,22
398,101858,43
399,101487,2
400,101254,24
401,101255,26
402,101256,22
403,101257,3
404,101258,16
405,101259,37
406,101432,11
407,101410,29
408,101411,27
409,101412,36
410,101431,8
411,101368,25
412,101369,19
413,101370,33
414,101371,15
415,101372,21
416,101507,8
417,101508,4
418,101509,31
419,108152,35
420,101353,31
421,101354,23
422,101355,7
423,101356,25
424,101969,3
425,101447,15
426,101342,17
427,101343,2
428,101344,24
429,101345,25
430,101435,14
431,101826,17
432,101827,23
433,101895,21
434,101538,11
435,101529,29
436,101530,32
437,10994,39
438,101214,7
439,101215,3
440,101642,31
441,101643,26
442,101660,16
443,101735,9
444,103297,44
445,101652,41
446,101653,25
447,101654,9
448,101670,8
449,101744,12
450,102267,17
451,102268,26
452,102345,7
453,102346,14
454,101835,47
455,101836,25
456,101189,14
457,101190,7
458,101191,10
459,101314,7
460,101293,49
461,101311,15
462,101312,31
463,101282,11
464,101300,16
465,101301,15
466,101302,14
467,101303,17
468,101864,5
469,101419,25
470,101420,21
471,101421,13
472,101848,9
473,101488,31
474,101489,26
475,101490,7
476,101204,8
477,101315,11
478,101332,30
479,101333,9
480,101334,15
481,101336,31
482,101304,46
483,101321,53
484,101322,4
485,101323,6
486,101324,23
487,101305,11
488,101306,2
489,101307,32
490,101310,30
491,101871,33
492,101210,42
493,101211,16
494,101212,3
495,101213,14
496,101234,28
497,101449,21
498,101451,27
499,101272,13
500,101273,25
501,101338,32
502,101436,12
503,101437,33
504,101438,16
505,101196,34
506,101633,18
507,101384,18
508,101519,8
509,10408567,14
510,10103780,9
511,101869,11
512,101831,35
513,101832,3
514,101205,3
515,101206,43
516,101207,28
517,101423,5
518,101208,26
519,101425,16
520,101427,14
521,101428,16
522,101429,12
523,101446,16
524,101416,4
525,101391,41
526,101413,8
527,101414,11
528,101415,41
529,101417,7
530,101891,12
531,101892,31
532,101893,4
533,101894,5
534,107582,17
535,101853,11
536,101235,14
537,101236,13
538,101237,21
539,101238,9
540,101260,27
541,101433,9
542,101339,11
543,101340,14
544,101341,28
545,101357,8
546,101358,19
547,101398,8
548,101394,5
549,101395,4
550,101397,3
551,101441,27
552,101442,7
553,101547,11
554,101548,28
555,101549,27
556,101520,17
557,101521,13
558,107581,19
559,101245,14
560,101247,14
561,101346,6
562,101362,43
563,101889,17
564,101890,4
565,101556,23
566,101596,11
567,101597,11
568,101649,9
569,101650,25
570,101665,21
571,101740,6
572,101677,42
573,101678,15
574,101679,31
575,101725,32
576,101726,12
577,101575,15
578,101908,12
579,101909,56
580,101574,26
581,101203,24
582,101266,66
583,101262,24
584,101263,23
585,101264,24
586,101265,45
587,101468,9
588,101317,10
589,101318,6
590,101320,4
591,101337,9
592,101223,56
593,101224,36
594,101225,15
595,101226,32
596,101227,52
597,101849,20
598,101850,19
599,101851,57
600,101854,32
601,101296,7
602,101297,20
603,101298,6
604,101299,25
605,101316,7
606,101228,8
607,101229,42
608,101230,28
609,101231,44
610,101233,33
611,102598,18
612,102599,36
613,102600,39
614,102601,15
615,102602,9
616,102378,10
617,102734,20
618,102375,5
619,102376,9
620,102511,21
621,102512,22
622,102584,5
623,102603,42
624,102604,23
625,102449,10
626,102450,7
627,102523,11
628,102524,15
629,102554,5
630,102556,18
631,102620,43
632,102478,23
633,102479,16
634,102358,31
635,102359,10
636,102360,19
637,102361,5
638,102735,17
639,101349,11
640,101351,5
641,101271,26
642,101289,32
643,101295,15
644,101359,5
645,101360,10
646,101361,8
647,101378,31
648,101377,5
649,101456,11
650,101279,19
651,101280,41
652,102390,3
653,102391,28
654,102392,14
655,102393,16
656,102394,19
657,102630,47
658,102444,20
659,102445,13
660,102518,6
661,102569,20
662,102570,4
663,102571,18
664,102642,5
665,103164,7
666,103165,29
667,102747,18
668,103142,1
669,102396,18
670,102398,19
671,102399,16
672,102400,31
673,102423,26
674,102583,15
675,102447,26
676,102448,29
677,102466,33
678,102467,27
679,102572,14
680,102593,27
681,102594,6
682,102595,42
683,101937,66
684,103183,36
685,103184,70
686,103185,38
687,103186,7
688,102379,9
689,102401,17
690,102403,37
691,107600,28
692,102404,4
693,102605,13
694,102606,10
695,102469,22
696,102470,1
697,102471,8
698,102525,26
699,102526,11
700,102596,9
701,102597,13
702,102480,59
703,102481,23
704,102482,25
705,103204,16
706,103205,23
707,102736,16
708,102737,38
709,102363,28
710,102365,22
711,102406,6
712,101290,14
713,101291,8
714,101292,2
715,101464,23
716,101465,11
717,101379,17
718,101457,7
719,101458,10
720,101460,18
721,101281,16
722,103209,22
723,102743,19
724,102744,3
725,102745,7
726,102417,5
727,102418,58
728,102419,7
729,102420,11
730,102519,51
731,102520,9
732,102539,26
733,102540,15
734,102608,18
735,102643,27
736,102432,9
737,102433,36
738,102434,45
739,102646,37
740,103143,2
741,103144,47
742,103145,25
743,102671,14
744,102672,9
745,102424,21
746,102425,17
747,102426,21
748,102427,11
749,102465,12
750,102541,30
751,102542,12
752,102543,9
753,102544,25
754,102562,20
755,102435,4
756,102436,13
757,102504,42
758,102505,18
759,102506,25
760,103147,6
761,103166,7
762,103167,28
763,103168,57
764,102405,9
765,102428,16
766,102429,30
767,102489,9
768,102490,34
769,102564,14
770,102565,17
771,102614,14
772,102615,51
773,102619,19
774,102507,7
775,102508,22
776,103206,31
777,103207,1
778,103208,31
779,103171,21
780,101466,2
781,101467,17
782,101544,6
783,101828,7
784,101829,19
785,101461,16
786,101462,6
787,101843,48
788,104809,19
789,101845,31
790,101846,16
791,102746,5
792,102362,23
793,102667,4
794,102668,20
795,102669,25
796,102460,6
797,102461,31
798,102462,21
799,102464,11
800,102537,28
801,102609,32
802,102610,3
803,102611,10
804,102612,22
805,102475,6
806,102648,13
807,102649,12
808,102454,5
809,102528,6
810,102529,3
811,102702,14
812,102703,22
813,102704,5
814,102370,10
815,102483,56
816,102484,14
817,102485,4
818,102486,25
819,102613,30
820,102631,13
821,102632,18
822,102633,30
823,102456,4
824,102457,18
825,102458,31
826,102459,5
827,102551,8
828,103169,7
829,102706,2
830,102707,29
831,102733,18
832,102431,16
833,102437,8
834,102488,13
835,102509,10
836,102510,22
837,102566,14
838,102567,37
839,102634,8
840,102635,34
841,102574,18
842,102575,11
843,102576,11
844,102552,20
845,102553,18
846,103187,8
847,103188,21
848,103189,23
849,102732,14
850,101363,63
851,101364,19
852,101365,9
853,101347,19
854,101348,13
855,101830,11
856,101274,11
857,101275,35
858,101276,16
859,101847,14
860,101373,11
861,101374,17
862,101375,22
863,101376,71
864,102670,32
865,102366,61
866,102367,14
867,102368,24
868,102369,28
869,102530,15
870,102531,14
871,102532,38
872,103162,8
873,103163,18
874,102500,23
875,102501,52
876,102502,4
877,102503,27
878,102521,34
879,102557,25
880,102558,4
881,102559,21
882,102560,29
883,102629,17
884,102371,4
885,102372,9
886,102373,48
887,102374,4
888,102395,11
889,102477,22
890,102498,17
891,102499,19
892,102550,17
893,102561,14
894,102581,21
895,102582,14
896,102585,25
897,102170,13
898,102230,26
899,102232,4
900,102233,7
901,102353,18
902,102354,23
903,102355,17
904,101935,7
905,101936,13
906,102112,26
907,102113,0
908,102114,5
909,102206,32
910,102010,5
911,102011,4
912,102040,12
913,102041,15
914,102042,1
915,102107,9
916,102108,17
917,102109,19
918,102110,7
919,102663,4
920,101919,54
921,101920,21
922,101921,14
923,101922,1
924,102440,6
925,102441,35
926,102442,19
927,102443,31
928,102513,8
929,102590,47
930,102591,9
931,102592,43
932,102452,20
933,102580,19
934,102644,20
935,102645,44
936,102621,29
937,102622,12
938,102696,29
939,102698,17
940,101924,16
941,101925,14
942,101926,6
943,102059,7
944,102148,7
945,102149,10
946,102150,20
947,102172,4
948,102249,9
949,102079,20
950,102080,21
951,102100,15
952,102101,19
953,102047,7
954,102048,21
955,102049,34
956,102050,21
957,102051,8
958,101929,3
959,101931,52
960,101932,42
961,101933,20
962,102090,26
963,102174,26
964,102175,14
965,102176,18
966,102177,15
967,102102,37
968,102103,27
969,102105,44
970,102127,16
971,102234,12
972,102106,3
973,102650,31
974,102651,16
975,101938,5
976,101939,4
977,101954,4
978,101955,19
979,102207,36
980,102208,9
981,102209,5
982,102210,49
983,102128,4
984,102129,2
985,102130,12
986,102131,24
987,102654,14
988,102673,14
989,102675,8
990,102676,13
991,101923,15
992,101940,11
993,101941,19
994,101942,19
995,101943,6
996,102533,3
997,102534,27
998,102535,10
999,103014,27
1000,102536,27
1001,102607,6
1002,102453,10
1003,102472,19
1004,102473,17
1005,102474,46
1006,102546,9
1007,102623,11
1008,102624,21
1009,103137,6
1010,103138,15
1011,101927,32
1012,101928,21
1013,101945,27
1014,101946,28
1015,101947,34
1016,102173,15
1017,101998,12
1018,101999,38
1019,102001,15
1020,102002,13
1021,102192,32
1022,102193,23
1023,102194,14
1024,102223,27
1025,102717,25
1026,102718,34
1027,102738,3
1028,102739,6
1029,101934,31
1030,101949,17
1031,101950,27
1032,101951,6
1033,101952,19
1034,102003,12
1035,102034,6
1036,102035,16
1037,102036,25
1038,102224,12
1039,102225,38
1040,102226,7
1041,102227,24
1042,102652,10
1043,102653,46
1044,102742,8
1045,102347,51
1046,101957,36
1047,101958,7
1048,101978,12
1049,101991,3
1050,102038,12
1051,102039,6
1052,102062,17
1053,102063,19
1054,102255,28
1055,102256,27
1056,102257,9
1057,102258,19
1058,102351,22
1059,102655,13
1060,102656,10
1061,102657,10
1062,101944,27
1063,101960,33
1064,101961,21
1065,101962,18
1066,102625,18
1067,102626,33
1068,102628,43
1069,102491,8
1070,102547,20
1071,102548,24
1072,102549,10
1073,102616,22
1074,103139,4
1075,103140,8
1076,103141,47
1077,102380,36
1078,102382,24
1079,101948,21
1080,101965,8
1081,101966,4
1082,101967,9
1083,102097,31
1084,102098,1
1085,102099,22
1086,102121,21
1087,101990,9
1088,102082,12
1089,102083,36
1090,102084,11
1091,102693,6
1092,102719,39
1093,102720,36
1094,102721,49
1095,101953,28
1096,101971,5
1097,101972,29
1098,101974,11
1099,102124,21
1100,102125,40
1101,102126,4
1102,103723,18
1103,102151,16
1104,102152,8
1105,102228,7
1106,102166,7
1107,102167,38
1108,102169,29
1109,102348,25
1110,102349,21
1111,102350,1
1112,102723,37
1113,102352,21
1114,101992,23
1115,101993,26
1116,101994,45
1117,102091,27
1118,102153,30
1119,102154,11
1120,102155,10
1121,102178,16
1122,102179,12
1123,102262,10
1124,102263,6
1125,102264,14
1126,102265,33
1127,102658,37
1128,102357,12
1129,102661,27
1130,102662,63
1131,101963,14
1132,107665,7
1133,107867,18
1134,107523,17
1135,107699,11
1136,107913,18
1137,107642,22
1138,107566,14
1139,107743,21
1140,107790,3
1141,107758,23
1142,107759,4
1143,107651,10
1144,107664,17
1145,107522,12
1146,107864,49
1147,107760,38
1148,107721,31
1149,107594,6
1150,107928,37
1151,107643,3
1152,103355,3
1153,107895,3
1154,102156,16
1155,107893,46
1156,107894,10
1157,102422,21
1158,102451,25
1159,104155,10
1160,102955,14
1161,104062,24
1162,105117,29
1163,107663,11
1164,107602,38
1165,104816,30
1166,107625,3
1167,107525,36
1168,107662,6
1169,107900,5
1170,107640,25
1171,107516,32
1172,107517,12
1173,107918,16
1174,107700,6
1175,107521,34
1176,107763,49
1177,107919,8
1178,107799,20
1179,107589,4
1180,103874,14
1181,107618,9
1182,10101184,10
1183,107639,4
1184,107645,20
1185,107635,32
1186,107629,4
1187,107609,13
1188,107610,27
1189,107650,28
1190,107646,20
1191,107647,10
1192,107696,43
1193,107694,4
1194,107722,7
1195,107723,5
1196,107669,22
1197,107745,11
1198,10100005,2
1199,10100048,25
1200,10100075,30
1201,10100099,24
1202,10100140,36
1203,10100625,5
1204,10100639,9
1205,10100640,6
1206,10100765,5
1207,10100784,37
1208,10100921,30
1209,10101178,20
1210,10102769,7
1211,102788,3
1212,10106978,2
1213,10106928,7
1214,10106915,10
1215,10107099,22
1216,10106946,7
1217,10107096,47
1218,10113819,31
1219,10107098,2
1220,10106922,17
1221,10107084,39
1222,10106951,38
1223,10106999,22
1224,10106920,24
1225,10106934,36
1226,10106914,14
1227,10106927,5
1228,10106947,28
1229,10113970,7
1230,10106952,13
1231,10113969,12
1232,10106948,10
1233,10113971,14
1234,10132686,25
1235,10132614,3
1236,10133253,6
1237,10132680,19
1238,10102222,25
1239,10107004,2
1240,10132696,17
1241,106031,18
1242,10132722,3
1243,104680,13
1244,10132698,0
1245,10132599,20
1246,10132691,3
1247,10132694,25
1248,10102632,27
1249,10107027,25
1250,10107091,25
1251,10132683,16
1252,10114006,22
1253,10102568,0
1254,10132721,15
1255,10102681,27
1256,10107080,15
1257,10132762,7
1258,10132693,11
1259,10106971,10
1260,10101892,21
1261,10101942,35
1262,10102658,63
1263,10102367,10
1264,10101889,27
1265,10101886,4
1266,10102475,7
1267,10101873,7
1268,10102703,51
1269,10102178,2
1270,10101991,16
1271,10102605,10
1272,10102534,33
1273,10102316,28
1274,10108359,10
1275,10113816,4
1276,10145524,2
1277,10102573,13
1278,10102051,41
1279,10101882,1
1280,10102542,27
1281,10102382,3
1282,10102569,8
1283,10101948,12
1284,10114031,12
1285,10107006,11
1286,10102466,14
1287,10102479,0
1288,10119784,38
1289,10102283,11
1290,10121422,13
1291,10108965,25
1292,10102607,10
1293,10132719,29
1294,10121909,12
1295,10121703,17
1296,10119834,3
1297,106072,15
1298,10101785,21
1299,10102690,7
1300,10120748,5
1301,10120336,13
1302,10108882,11
1303,10120651,16
1304,10102198,3
1305,10109080,11
1306,10131866,5
1307,103172,17
1308,10121117,14
1309,10122732,1
1310,10122173,4
1311,10121738,7
1312,10121659,10
1313,10106895,1
1314,10119282,20
1315,10119357,25
1316,10120582,4
1317,10108457,29
1318,10122400,3
1319,10121460,33
1320,10122755,11
1321,10133166,4
1322,10134949,8
1323,10133518,2
1324,10368453,10
1325,10326483,28
1326,10133333,17
1327,10133418,15
1328,10102581,0
1329,10102350,14
1330,10120550,16
1331,10136642,0
1332,10133664,14
1333,10134965,15
1334,10138071,15
1335,10114005,2
1336,10115503,1
1337,10102220,26
1338,10138286,1
1339,10134978,14
1340,10106907,20
1341,10137974,8
1342,10143635,3
1343,10143709,1
1344,10138287,13
1345,10145022,12
1346,10139359,1
1347,10145020,4
1348,10145404,25
1349,10396815,3
1350,10140652,0
1351,10133336,21
1352,10138290,2
1353,10399371,3
1354,10147095,0
1355,10147131,2
1356,10139361,11
1357,10145690,2
1358,10147142,11
1359,10207104,0
1360,10134758,9
1361,10250731,6
1362,10139524,32
1363,10146364,5
1364,10147101,14
1365,10147077,3
1366,10147088,12
1367,10147128,18
1368,10102562,0
1369,10145503,0
1370,10147102,12
1371,10233163,1
1372,10146257,21
1373,10259852,2
1374,10373574,16
1375,10372530,0
1376,10146363,5
1377,10307332,10
1378,10258261,8
1379,10341515,8
1380,10373572,20
1381,10244890,0
1382,10371432,14
1383,104679,4
1384,10323617,2
1385,10376451,9
1386,10376850,13
1387,10408058,2
1388,10376498,10
1389,10380980,23
1390,10376499,7
1391,10372532,7
1392,10380982,8
1393,10366821,2
1394,10371572,4
1395,10147130,10
1396,10381031,18
1397,10113820,10
1398,10146041,15
1399,10375344,13
1400,10315254,8
1401,10314291,4
1402,10121481,29
1403,10102679,4
1404,10334499,3
1405,10384577,3
1406,10130613,5
1407,10130511,3
1408,10373666,9
1409,10379342,4
1410,10380978,7
1411,10329381,0
1412,10312537,13
1413,10102109,12
1414,10120153,12
1415,10375083,2
1416,103952,8
1417,10407576,20
1418,10402948,10
1419,10283406,10
1420,10242511,2
1421,10406905,2
1422,10130848,16
1423,10235628,11
1424,10204339,21
1425,105364,1
1426,10408152,4
1427,10434332,5
1428,106033,10
1429,10368452,11
1430,10109113,14
1431,10141887,31
1432,10202764,17
1433,10158,4
1434,10312259,19
1435,10410308,2
1436,10117891,1
1437,10341401,0
1438,10413872,5
1439,10419394,10
1440,10147453,0
1441,10139732,2
1442,10455220,1
1443,10424068,2
1444,10186891,3
1445,10131751,2
1446,10434793,1
1447,10138500,35
1448,10100702,7
1449,10434762,9
1450,10428141,5
1451,10147207,12
1452,10122377,1
1453,10145920,2
1454,10403846,10
1455,10397308,4
1456,10345515,3
1457,10455216,2
1458,10144881,18
1459,10453770,8
1460,10454908,28
1461,10441225,0
1462,10452404,1
1463,10405671,4
1464,10101867,3
1465,10446686,34
1466,10406427,23
1467,10135038,11
1468,10454862,3
1469,10434763,24
1470,10441233,35
1471,10460349,8
1472,10429353,8
1473,10148613,26
1474,10402464,4
1475,10460352,7
1476,10460351,2
1477,10408106,4
1478,10460309,1
1479,10405100,3
1480,10102155,15
1481,10111399,30
1482,10413695,5
1483,10187044,2
1484,10460314,32
1485,10314578,9
1486,10145498,3
1487,10370771,19
1488,10369115,14
1489,10253077,11
1490,10368462,7
1491,10207050,2
1492,10460355,1
1493,10374138,3
1494,10265864,11
1495,10460267,0
1496,10122614,5
1497,10460326,3
1498,10307392,12
1499,10133164,13
1500,10373289,18
1501,10460264,15
1502,10460323,0
1503,10146357,2
1504,10460279,9
1505,10448271,13
1506,10186271,16
1507,10147187,22
1508,10137715,1
1509,10460316,12
1510,10448440,10
1511,10460265,1
1512,10221096,2
1513,10461493,2
1514,10396383,7
1515,10210581,11
1516,10450039,0
1517,10102374,2
1518,10479852,23
1519,10130555,24
1520,10481709,10
1521,10147175,21
1522,10377249,5
1523,10138616,15
1524,101859,21
1525,101711,25
1526,101631,16
1527,101722,5
1528,101656,3
1529,102341,5
1530,102824,23
1531,102825,11
1532,102826,33
1533,102899,11
1534,102900,2
1535,102901,32
1536,102902,26
1537,102903,28
1538,103001,5
1539,103097,7
1540,101809,1
1541,103098,15
1542,103123,7
1543,103124,10
1544,103125,21
1545,103175,32
1546,103176,8
1547,103195,11
1548,103196,26
1549,103197,7
1550,102853,20
1551,102854,1
1552,102855,35
1553,102866,23
1554,102867,26
1555,103023,15
1556,103049,2
1557,103050,25
1558,103051,11
1559,103052,10
1560,105058,20
1561,103135,18
1562,103136,1
1563,102886,14
1564,102887,39
